nome,preco,cidade,uf,crp,url,cidade_slug,regiao,preco_raw
Dra. Sirlene Ferreira de Souza,380.0,São Paulo,SP,CRP SP 06/64773,https://www.doctoralia.com.br/sirlene-ferreira-de-souza/psicologo/sao-paulo,sao-paulo-sp,"Rua Itapura, 300 - 8º Andar - Sala 801 - Tatuapé, São Paulo",R$ 380
"88
							opiniões",380.0,São Paulo,SP,CRP SP 06/64773,https://www.doctoralia.com.br/sirlene-ferreira-de-souza/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Itapura, 300 - 8º Andar - Sala 801 - Tatuapé, São Paulo",R$ 380
Janete Dias Batista Jarra,250.0,São Paulo,SP,CRP 06/34377,https://www.doctoralia.com.br/janete-dias-batista-jarra/psicologo/sao-paulo,sao-paulo-sp,"Rua Cláudio, 561, São Paulo",R$ 250
"10
							opiniões",250.0,São Paulo,SP,CRP 06/34377,https://www.doctoralia.com.br/janete-dias-batista-jarra/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Cláudio, 561, São Paulo",R$ 250
Dra. Camila Tuchlinski,2.0,São Paulo,SP,CRP SP 139324,https://www.doctoralia.com.br/camila-tuchlinski/psicologo/sao-paulo,sao-paulo-sp,"R. Salvador Simões 801, São Paulo",R$ 2
"10
							opiniões",2.0,São Paulo,SP,CRP SP 139324,https://www.doctoralia.com.br/camila-tuchlinski/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"R. Salvador Simões 801, São Paulo",R$ 2
Katia Cristina Pereira,220.0,São Paulo,SP,CRP SP 06/119809,https://www.doctoralia.com.br/katia-cristina-pereira/psicologo/barueri,sao-paulo-sp,São Paulo,R$ 220
"178
							opiniões",220.0,São Paulo,SP,CRP SP 06/119809,https://www.doctoralia.com.br/katia-cristina-pereira/psicologo/barueri#profile-reviews,sao-paulo-sp,São Paulo,R$ 220
Guilherme Porfirio Baccari,100.0,São Paulo,SP,CRP SP 200141,https://www.doctoralia.com.br/guilherme-porfirio-baccari/psicologo/sao-paulo,sao-paulo-sp,"R. Sabará, 566, São Paulo",R$ 100
Dra. Julia Ost Guidi Agrizzi,180.0,São Paulo,SP,CRP 16 8539,https://www.doctoralia.com.br/julia-ost-guidi-agrizzi/psicologo/curitiba,sao-paulo-sp,São Paulo,R$ 180
"28
							opiniões",180.0,São Paulo,SP,CRP 16 8539,https://www.doctoralia.com.br/julia-ost-guidi-agrizzi/psicologo/curitiba#profile-reviews,sao-paulo-sp,São Paulo,R$ 180
Dra. Renata De Almeida Hilsdorf Dias,200.0,São Paulo,SP,CRP SP 105081,https://www.doctoralia.com.br/renata-de-almeida-hilsdorf-dias/psicologo/sao-paulo,sao-paulo-sp,"rua jericó 193 conj 31,",R$ 200
"14
							opiniões",200.0,São Paulo,SP,CRP SP 105081,https://www.doctoralia.com.br/renata-de-almeida-hilsdorf-dias/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"rua jericó 193 conj 31,",R$ 200
Dra. Ariana Christófaro Fernandes,300.0,São Paulo,SP,CRP 06/123302,https://www.doctoralia.com.br/ariana-christofaro-fernandes/psicologo/florianopolis,sao-paulo-sp,"Rua Pamplona,Jardim Paulista, São Paulo",R$ 300
"411
							opiniões",300.0,São Paulo,SP,CRP 06/123302,https://www.doctoralia.com.br/ariana-christofaro-fernandes/psicologo/florianopolis#profile-reviews,sao-paulo-sp,"Rua Pamplona,Jardim Paulista, São Paulo",R$ 300
Maria Eliza Bessa Vieira,200.0,São Paulo,SP,CRP RS 07/00598,https://www.doctoralia.com.br/maria-eliza-bessa-vieira/psicologo/porto-alegre,sao-paulo-sp,"Avenida Professor Alceu Maynard Araújo,",r$ 200
"37
							opiniões",200.0,São Paulo,SP,CRP RS 07/00598,https://www.doctoralia.com.br/maria-eliza-bessa-vieira/psicologo/porto-alegre#profile-reviews,sao-paulo-sp,"Avenida Professor Alceu Maynard Araújo,",r$ 200
Felipe Freiria Silva,195.0,São Paulo,SP,CRP 06/183075,https://www.doctoralia.com.br/felipe-freiria-silva/psicologo/sao-paulo,sao-paulo-sp,"Rua Dona Antônia de Queirós, São Paulo",R$ 195
"77
							opiniões",195.0,São Paulo,SP,CRP 06/183075,https://www.doctoralia.com.br/felipe-freiria-silva/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Dona Antônia de Queirós, São Paulo",R$ 195
Dra. Elisangela Gregori,100.0,São Paulo,SP,CRP 06/71376,https://www.doctoralia.com.br/elisangela-gregori/psicologo/sao-paulo,sao-paulo-sp,"Rua Elias da Costa 273, São Paulo",R$ 100
"46
							opiniões",100.0,São Paulo,SP,CRP 06/71376,https://www.doctoralia.com.br/elisangela-gregori/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Elias da Costa 273, São Paulo",R$ 100
Patricia de Jesus Oliveira,199.0,São Paulo,SP,CRP:06/160595,https://www.doctoralia.com.br/patricia-de-jesus-oliveira/psicologo/sao-paulo,sao-paulo-sp,"R. Dona Antônia de Queirós, São Paulo",R$ 199
"47
							opiniões",199.0,São Paulo,SP,CRP:06/160595,https://www.doctoralia.com.br/patricia-de-jesus-oliveira/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"R. Dona Antônia de Queirós, São Paulo",R$ 199
Andreza Fonseca Lima,150.0,São Paulo,SP,CRP CE 	23449,https://www.doctoralia.com.br/andreza-fonseca-lima/psicologo/rio-de-janeiro,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 150
"32
							opiniões",150.0,São Paulo,SP,CRP CE 	23449,https://www.doctoralia.com.br/andreza-fonseca-lima/psicologo/rio-de-janeiro#profile-reviews,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 150
Dr. Domingos Fernandes,500.0,São Paulo,SP,CRP 05/54924,https://www.doctoralia.com.br/domingos-fernandes/psicologo-psicanalista/brasilia,sao-paulo-sp,"Av. Brg. Faria Lima, São Paulo",R$ 500
"236
							opiniões",500.0,São Paulo,SP,CRP 05/54924,https://www.doctoralia.com.br/domingos-fernandes/psicologo-psicanalista/brasilia#profile-reviews,sao-paulo-sp,"Av. Brg. Faria Lima, São Paulo",R$ 500
Mariana Goes,300.0,São Paulo,SP,CRP 06/189276,https://www.doctoralia.com.br/mariana-goes-2/psicologo/sao-paulo,sao-paulo-sp,"Alameda Iraé 620, sala 51, São Paulo",R$ 300
"37
							opiniões",300.0,São Paulo,SP,CRP 06/189276,https://www.doctoralia.com.br/mariana-goes-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Alameda Iraé 620, sala 51, São Paulo",R$ 300
Alexandre Moisés,250.0,São Paulo,SP,,https://www.doctoralia.com.br/alexandre-moises/psicologo/campinas,sao-paulo-sp,"Av. Brig. Faria Lima, 1461, São Paulo",R$ 250
"40
							opiniões",250.0,São Paulo,SP,,https://www.doctoralia.com.br/alexandre-moises/psicologo/campinas#profile-reviews,sao-paulo-sp,"Av. Brig. Faria Lima, 1461, São Paulo",R$ 250
Márlon Mendonça de Souza,180.0,São Paulo,SP,CRP 16/6772,https://www.doctoralia.com.br/marlon-mendonca-de-souza/psicologo/macae,sao-paulo-sp,"Avenida Osasco - Apenas online, Osasco",R$ 180
"56
							opiniões",180.0,São Paulo,SP,CRP 16/6772,https://www.doctoralia.com.br/marlon-mendonca-de-souza/psicologo/macae#profile-reviews,sao-paulo-sp,"Avenida Osasco - Apenas online, Osasco",R$ 180
Dr. Bruno M. Salles,750.0,São Paulo,SP,CRP 05/52904,https://www.doctoralia.com.br/bruno-m-salles/psicologo/sao-paulo,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, Itaim Bibi, São Paulo",R$ 750
"534
							opiniões",750.0,São Paulo,SP,CRP 05/52904,https://www.doctoralia.com.br/bruno-m-salles/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, Itaim Bibi, São Paulo",R$ 750
Miguel Ângelo Toledo,400.0,São Paulo,SP,CRP (SP)174351,https://www.doctoralia.com.br/miguel-angelo-toledo/psicologo/santo-andre3,sao-paulo-sp,"Rua Doutor Alceu de Campos Rodrigues, São Paulo",R$ 400
"83
							opiniões",400.0,São Paulo,SP,CRP (SP)174351,https://www.doctoralia.com.br/miguel-angelo-toledo/psicologo/santo-andre3#profile-reviews,sao-paulo-sp,"Rua Doutor Alceu de Campos Rodrigues, São Paulo",R$ 400
Michel Arantes Barros,330.0,São Paulo,SP,CRP 06/78079,https://www.doctoralia.com.br/michel-arantes-barros/psicologo/sao-paulo,sao-paulo-sp,"Rua Haddock Lobo, 578 - Térreo, São Paulo",R$ 330
"77
							opiniões",330.0,São Paulo,SP,CRP 06/78079,https://www.doctoralia.com.br/michel-arantes-barros/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Haddock Lobo, 578 - Térreo, São Paulo",R$ 330
Daniele Lima,250.0,São Paulo,SP,CRP SP 185379,https://www.doctoralia.com.br/daniele-lima-5/psicologo/sao-paulo,sao-paulo-sp,"Rua Vergueiro 727, São Paulo",R$ 250
"74
							opiniões",250.0,São Paulo,SP,CRP SP 185379,https://www.doctoralia.com.br/daniele-lima-5/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Vergueiro 727, São Paulo",R$ 250
Dra. Clarissa Merian,220.0,São Paulo,SP,CRP RJ 05/71664,https://www.doctoralia.com.br/clarissa-merian/psicologo-psicanalista/vitoria,sao-paulo-sp,"Rua Joaquim Floriano, São Paulo",R$ 220
"119
							opiniões",220.0,São Paulo,SP,CRP RJ 05/71664,https://www.doctoralia.com.br/clarissa-merian/psicologo-psicanalista/vitoria#profile-reviews,sao-paulo-sp,"Rua Joaquim Floriano, São Paulo",R$ 220
Luciana D. Rique,500.0,São Paulo,SP,CRP 06/112917,https://www.doctoralia.com.br/luciana-d-rique/psicologo/goiania,sao-paulo-sp,"Rua Peixoto Gomide, São Paulo",R$ 500
"101
							opiniões",500.0,São Paulo,SP,CRP 06/112917,https://www.doctoralia.com.br/luciana-d-rique/psicologo/goiania#profile-reviews,sao-paulo-sp,"Rua Peixoto Gomide, São Paulo",R$ 500
Miriam  Ferrari,300.0,São Paulo,SP,CRP 06 148982,https://www.doctoralia.com.br/miriam-ferrari/psicologo/sao-paulo,sao-paulo-sp,"Rua Itacolomi, 333 Cj. 81 - 8o. andar, São Paulo",R$ 300
"25
							opiniões",300.0,São Paulo,SP,CRP 06 148982,https://www.doctoralia.com.br/miriam-ferrari/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Itacolomi, 333 Cj. 81 - 8o. andar, São Paulo",R$ 300
Luana Galvão Ortega,150.0,São Paulo,SP,,https://www.doctoralia.com.br/luana-galvao-ortega/psicologo/sao-paulo,sao-paulo-sp,"Avenida dos Autonomistas, 896,",R$ 150
"11
							opiniões",150.0,São Paulo,SP,,https://www.doctoralia.com.br/luana-galvao-ortega/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida dos Autonomistas, 896,",R$ 150
Daniela Gama,200.0,São Paulo,SP,CRP SP 214554,https://www.doctoralia.com.br/daniela-gama/psicologo/sao-paulo,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 200
"21
							opiniões",200.0,São Paulo,SP,CRP SP 214554,https://www.doctoralia.com.br/daniela-gama/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 200
Christiane Antonio de Andrade,200.0,São Paulo,SP,CRP SP 06/95571,https://www.doctoralia.com.br/christiane-antonio-de-andrade/psicologo/belo-horizonte,sao-paulo-sp,"Rua Paulo de Farias, Vila Gustavo, São Paulo - SP, BRASIL, São Paulo",R$ 200
"136
							opiniões",200.0,São Paulo,SP,CRP SP 06/95571,https://www.doctoralia.com.br/christiane-antonio-de-andrade/psicologo/belo-horizonte#profile-reviews,sao-paulo-sp,"Rua Paulo de Farias, Vila Gustavo, São Paulo - SP, BRASIL, São Paulo",R$ 200
Iago Cotta Couto,200.0,São Paulo,SP,,https://www.doctoralia.com.br/iago-cotta-couto-2/psicologo/sao-paulo,sao-paulo-sp,"Av. Rebouças, São Paulo",R$ 200
"105
							opiniões",200.0,São Paulo,SP,,https://www.doctoralia.com.br/iago-cotta-couto-2/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Rebouças, São Paulo",R$ 200
Rafaela Gomes Geraldo,175.0,São Paulo,SP,CRP 06/163831,https://www.doctoralia.com.br/rafaela-gomes-geraldo/psicologo-psicanalista/sao-paulo,sao-paulo-sp,"Rua Serra de Botucatu, 880, Sala 1010,",R$ 175
"33
							opiniões",175.0,São Paulo,SP,CRP 06/163831,https://www.doctoralia.com.br/rafaela-gomes-geraldo/psicologo-psicanalista/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Serra de Botucatu, 880, Sala 1010,",R$ 175
Dra. Kellen Greff,190.0,São Paulo,SP,CRP 07/28872,https://www.doctoralia.com.br/kellen-greff-2/psicologo/palmas2,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 190
"51
							opiniões",190.0,São Paulo,SP,CRP 07/28872,https://www.doctoralia.com.br/kellen-greff-2/psicologo/palmas2#profile-reviews,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 190
Rosiane Camelo,250.0,São Paulo,SP,CRP 06/134343,https://www.doctoralia.com.br/rosiane-camelo/psicologo-psicanalista/goiania,sao-paulo-sp,"R. Dona Antônia de Queirós, 504 - conjunto 105, São Paulo",r$ 250
"227
							opiniões",250.0,São Paulo,SP,CRP 06/134343,https://www.doctoralia.com.br/rosiane-camelo/psicologo-psicanalista/goiania#profile-reviews,sao-paulo-sp,"R. Dona Antônia de Queirós, 504 - conjunto 105, São Paulo",r$ 250
Dra. Adriana Andrade,350.0,São Paulo,SP,CRP 01/26905,https://www.doctoralia.com.br/adriana-andrade-2/psicologo-psicanalista-sexologo/belo-horizonte,sao-paulo-sp,"APENAS ATENDIMENTO ONLINE- Avenida Brigadeiro Faria Lima - Condomínio Empresarial Mário Garneiro 1461, São Paulo",R$ 350
"109
							opiniões",350.0,São Paulo,SP,CRP 01/26905,https://www.doctoralia.com.br/adriana-andrade-2/psicologo-psicanalista-sexologo/belo-horizonte#profile-reviews,sao-paulo-sp,"APENAS ATENDIMENTO ONLINE- Avenida Brigadeiro Faria Lima - Condomínio Empresarial Mário Garneiro 1461, São Paulo",R$ 350
Luiz Henrique Bezerra,150.0,São Paulo,SP,CRP 03 33385,https://www.doctoralia.com.br/luiz-henrique-bezerra/psicologo/belo-horizonte,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 150
"21
							opiniões",150.0,São Paulo,SP,CRP 03 33385,https://www.doctoralia.com.br/luiz-henrique-bezerra/psicologo/belo-horizonte#profile-reviews,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 150
Hugo Luiz Araújo,180.0,São Paulo,SP,CRP SP 06/186099,https://www.doctoralia.com.br/hugo-luiz-araujo/psicologo/sao-paulo,sao-paulo-sp,"Rua Tabapuã, São Paulo",R$ 180
"15
							opiniões",180.0,São Paulo,SP,CRP SP 06/186099,https://www.doctoralia.com.br/hugo-luiz-araujo/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Tabapuã, São Paulo",R$ 180
Dínerson Fiuza,350.0,São Paulo,SP,CRP SP 06/40517,https://www.doctoralia.com.br/dinerson-fiuza/psicologo-sexologo/sao-paulo,sao-paulo-sp,"Rua Voluntários da Pátria 2486 - 8° andar - sala 86 - Santana, São Paulo",R$ 350
"193
							opiniões",350.0,São Paulo,SP,CRP SP 06/40517,https://www.doctoralia.com.br/dinerson-fiuza/psicologo-sexologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Voluntários da Pátria 2486 - 8° andar - sala 86 - Santana, São Paulo",R$ 350
Aline Dias,150.0,São Paulo,SP,CRP SP 	92807,https://www.doctoralia.com.br/aline-dias-6/psicologo-sexologo/sao-paulo,sao-paulo-sp,"R. Maestro Cardim, São Paulo",R$ 150
"7
							opiniões",150.0,São Paulo,SP,CRP SP 	92807,https://www.doctoralia.com.br/aline-dias-6/psicologo-sexologo/sao-paulo#profile-reviews,sao-paulo-sp,"R. Maestro Cardim, São Paulo",R$ 150
Amanda Hipólito Mendes de Oliveira,250.0,São Paulo,SP,CRP 09/6834,https://www.doctoralia.com.br/amanda-hipolito-mendes-de-oliveira/psicologo-psicanalista/brasilia,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 250
"77
							opiniões",250.0,São Paulo,SP,CRP 09/6834,https://www.doctoralia.com.br/amanda-hipolito-mendes-de-oliveira/psicologo-psicanalista/brasilia#profile-reviews,sao-paulo-sp,"Avenida Paulista, São Paulo",R$ 250
Dr. Paulo S. Designe,230.0,São Paulo,SP,CRP SP164645,https://www.doctoralia.com.br/paulo-s-designe/psicologo/curitiba,sao-paulo-sp,"Av. Brig. Faria Lima - Jardim Paulistano, São Paulo",R$ 230
"117
							opiniões",230.0,São Paulo,SP,CRP SP164645,https://www.doctoralia.com.br/paulo-s-designe/psicologo/curitiba#profile-reviews,sao-paulo-sp,"Av. Brig. Faria Lima - Jardim Paulistano, São Paulo",R$ 230
Dr. Éder Nogueira Ribeiro,250.0,São Paulo,SP,CRP SP 06/152466,https://www.doctoralia.com.br/eder-nogueira-ribeiro/psicologo/sao-paulo,sao-paulo-sp,"Rua Pamplona, São Paulo",R$ 250
"226
							opiniões",250.0,São Paulo,SP,CRP SP 06/152466,https://www.doctoralia.com.br/eder-nogueira-ribeiro/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pamplona, São Paulo",R$ 250
Rafael Costa,180.0,São Paulo,SP,CRP 04/67254,https://www.doctoralia.com.br/rafael-costa-7/psicologo/sao-paulo,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, São Paulo",R$ 180
"49
							opiniões",180.0,São Paulo,SP,CRP 04/67254,https://www.doctoralia.com.br/rafael-costa-7/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, São Paulo",R$ 180
Dra. Débora P. de Carli,280.0,São Paulo,SP,CRP 06/124219,https://www.doctoralia.com.br/debora-p-de-carli/psicologo-psicanalista/fortaleza,sao-paulo-sp,"Av. Angélica, Consolação, São Paulo - SP, Brasil, São Paulo",R$ 280
"493
							opiniões",280.0,São Paulo,SP,CRP 06/124219,https://www.doctoralia.com.br/debora-p-de-carli/psicologo-psicanalista/fortaleza#profile-reviews,sao-paulo-sp,"Av. Angélica, Consolação, São Paulo - SP, Brasil, São Paulo",R$ 280
Vinicius Terra Loyola,190.0,São Paulo,SP,CRP SP 108941,https://www.doctoralia.com.br/vinicius-terra-loyola/psicologo-terapeuta-complementar/osasco,sao-paulo-sp,"Rua Mônica Maria Hubacher Smith 39, Osasco",r$ 190
"119
							opiniões",190.0,São Paulo,SP,CRP SP 108941,https://www.doctoralia.com.br/vinicius-terra-loyola/psicologo-terapeuta-complementar/osasco#profile-reviews,sao-paulo-sp,"Rua Mônica Maria Hubacher Smith 39, Osasco",r$ 190
Prof. Sérgio Silva,300.0,São Paulo,SP,CRP 06/133073,https://www.doctoralia.com.br/sergio-silva/psicologo/marilia,sao-paulo-sp,"Av. Paulista 1106, São Paulo",R$ 300
"104
							opiniões",300.0,São Paulo,SP,CRP 06/133073,https://www.doctoralia.com.br/sergio-silva/psicologo/marilia#profile-reviews,sao-paulo-sp,"Av. Paulista 1106, São Paulo",R$ 300
Emilio Eibel,250.0,São Paulo,SP,CRP 06/142292,https://www.doctoralia.com.br/emilio-eibel/psicologo/rio-de-janeiro,sao-paulo-sp,"Rua Olimpíadas, 205 - Vila Olimpia, São Paulo - SP, Brasil, São Paulo",R$ 250
"86
							opiniões",250.0,São Paulo,SP,CRP 06/142292,https://www.doctoralia.com.br/emilio-eibel/psicologo/rio-de-janeiro#profile-reviews,sao-paulo-sp,"Rua Olimpíadas, 205 - Vila Olimpia, São Paulo - SP, Brasil, São Paulo",R$ 250
Dra. Michelle Gappo,180.0,São Paulo,SP,CRP RJ 05/ 62554,https://www.doctoralia.com.br/michelle-gappo/psicologo/sao-paulo,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, São Paulo",r$ 180
"63
							opiniões",180.0,São Paulo,SP,CRP RJ 05/ 62554,https://www.doctoralia.com.br/michelle-gappo/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, São Paulo",r$ 180
Cauê Peter,225.0,São Paulo,SP,CRP 06/170813,https://www.doctoralia.com.br/caue-peter/psicologo/florianopolis,sao-paulo-sp,"Avenida Brigadeiro Luís Antônio, São Paulo",R$ 225
"137
							opiniões",225.0,São Paulo,SP,CRP 06/170813,https://www.doctoralia.com.br/caue-peter/psicologo/florianopolis#profile-reviews,sao-paulo-sp,"Avenida Brigadeiro Luís Antônio, São Paulo",R$ 225
Dra. Gabrielly La-Cava,650.0,São Paulo,SP,CRP RJ 05/62424,https://www.doctoralia.com.br/gabrielly-la-cava/psicologo/belo-horizonte,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, Itaim Bibi, São Paulo",R$ 650
"253
							opiniões",650.0,São Paulo,SP,CRP RJ 05/62424,https://www.doctoralia.com.br/gabrielly-la-cava/psicologo/belo-horizonte#profile-reviews,sao-paulo-sp,"Avenida Brigadeiro Faria Lima, Itaim Bibi, São Paulo",R$ 650
Marília Braga,180.0,São Paulo,SP,CRP SP 06/115713,https://www.doctoralia.com.br/marilia-braga/psicologo/sao-paulo,sao-paulo-sp,São Paulo,R$ 180
"32
							opiniões",180.0,São Paulo,SP,CRP SP 06/115713,https://www.doctoralia.com.br/marilia-braga/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,São Paulo,R$ 180
Clara Jorge,200.0,São Paulo,SP,CRP SP 150663,https://www.doctoralia.com.br/clara-jorge/psicologo/sao-paulo,sao-paulo-sp,"R. Voluntários da Pátria, 2525, São Paulo",R$ 200
Dr. Eduardo Galindo,230.0,São Paulo,SP,CRP 06/82462,https://www.doctoralia.com.br/eduardo-galindo/psicologo/sao-paulo,sao-paulo-sp,"Rua Professor José Cucé, 125, São Paulo",R$ 230
"47
							opiniões",230.0,São Paulo,SP,CRP 06/82462,https://www.doctoralia.com.br/eduardo-galindo/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Professor José Cucé, 125, São Paulo",R$ 230
Dra. Karin Telles,300.0,São Paulo,SP,CRP 06/74757 - SP,https://www.doctoralia.com.br/karin-telles/psicologo/sao-paulo,sao-paulo-sp,"Rua Cardeal Arcoverde, São Paulo",R$ 300
"44
							opiniões",300.0,São Paulo,SP,CRP 06/74757 - SP,https://www.doctoralia.com.br/karin-telles/psicologo/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Cardeal Arcoverde, São Paulo",R$ 300
Zuleide Silva,170.0,São Paulo,SP,CRP SP 213537,https://www.doctoralia.com.br/zuleide-silva/psicologo/sao-caetano-do-sul,sao-paulo-sp,"Rua Niterói 362, São Caetano do Sul",r$ 170
"15
							opiniões",170.0,São Paulo,SP,CRP SP 213537,https://www.doctoralia.com.br/zuleide-silva/psicologo/sao-caetano-do-sul#profile-reviews,sao-paulo-sp,"Rua Niterói 362, São Caetano do Sul",r$ 170
Fabricio Azambuja,250.0,São Paulo,SP,CRP 06/195726,https://www.doctoralia.com.br/fabricio-azambuja/psicologo-psicanalista/sao-paulo,sao-paulo-sp,"R. Capote Valente, 1164, São Paulo",R$ 250
