nome,preco,cidade,uf,crp,url,cidade_slug,regiao,preco_raw
Dr. Mateus Abreu,500.0,São Paulo,SP,CRM MG 89663,https://www.doctoralia.com.br/mateus-abreu/psiquiatra/sao-paulo,sao-paulo-sp,"Avenida 09 de julho , 5483.  Conjunto 33.  Itaim Bibi, São Paulo",R$ 500
"284
							opiniões",500.0,São Paulo,SP,CRM MG 89663,https://www.doctoralia.com.br/mateus-abreu/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida 09 de julho , 5483.  Conjunto 33.  Itaim Bibi, São Paulo",R$ 500
Dra. Laura Rego,800.0,São Paulo,SP,CRM SP 180070,https://www.doctoralia.com.br/laura-rego/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Cláudio Soares 72, São Paulo",R$ 800
"118
							opiniões",800.0,São Paulo,SP,CRM SP 180070,https://www.doctoralia.com.br/laura-rego/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Cláudio Soares 72, São Paulo",R$ 800
Dr. Renan Francisco de Carvalho,290.0,São Paulo,SP,CRM PR 47021,https://www.doctoralia.com.br/renan-francisco-de-carvalho/psiquiatra-generalista/joinville,sao-paulo-sp,São Paulo,R$ 290
"173
							opiniões",290.0,São Paulo,SP,CRM PR 47021,https://www.doctoralia.com.br/renan-francisco-de-carvalho/psiquiatra-generalista/joinville#profile-reviews,sao-paulo-sp,São Paulo,R$ 290
Dr. Pedro José de Moraes Rebello Pinho,800.0,São Paulo,SP,CRM: 163781-SP - RQE Nº: 72179,https://www.doctoralia.com.br/pedro-jose-de-moraes-rebello-pinho/psiquiatra/sao-paulo,sao-paulo-sp,"Avenida Rebouças, 353 - conjunto 12, São Paulo",r$ 800
"61
							opiniões",800.0,São Paulo,SP,CRM: 163781-SP - RQE Nº: 72179,https://www.doctoralia.com.br/pedro-jose-de-moraes-rebello-pinho/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Rebouças, 353 - conjunto 12, São Paulo",r$ 800
Dr. Pedro Lopes Cepinho,650.0,São Paulo,SP,CRM SP 237307,https://www.doctoralia.com.br/pedro-lopes-cepinho/psiquiatra/sao-paulo,sao-paulo-sp,"Av. Brig. Faria Lima 1461, São Paulo",R$ 650
"91
							opiniões",650.0,São Paulo,SP,CRM SP 237307,https://www.doctoralia.com.br/pedro-lopes-cepinho/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Brig. Faria Lima 1461, São Paulo",R$ 650
Dr. Hudson Pascoal,450.0,São Paulo,SP,CRM SP 197283,https://www.doctoralia.com.br/hudson-pascoal/psiquiatra/sao-paulo,sao-paulo-sp,"Avenida Doutor Chucri Zaidan, 940, São Paulo",r$ 450
"22
							opiniões",450.0,São Paulo,SP,CRM SP 197283,https://www.doctoralia.com.br/hudson-pascoal/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Doutor Chucri Zaidan, 940, São Paulo",r$ 450
Dr. Michael Kuhn,648.0,São Paulo,SP,CRM SP 206716,https://www.doctoralia.com.br/michael-kuhn/psiquiatra-medico-clinico-geral/sao-paulo,sao-paulo-sp,"Teleconsulta, São Paulo",R$ 648
"13
							opiniões",648.0,São Paulo,SP,CRM SP 206716,https://www.doctoralia.com.br/michael-kuhn/psiquiatra-medico-clinico-geral/sao-paulo#profile-reviews,sao-paulo-sp,"Teleconsulta, São Paulo",R$ 648
Dr. Rubens de Campos Filho,800.0,São Paulo,SP,CRM SP 23040,https://www.doctoralia.com.br/rubens-de-campos-filho-2/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Arandu, 57, São Paulo",r$ 800
"62
							opiniões",800.0,São Paulo,SP,CRM SP 23040,https://www.doctoralia.com.br/rubens-de-campos-filho-2/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Arandu, 57, São Paulo",r$ 800
Dr. Pedro Luiz Rosa,500.0,São Paulo,SP,CRM SP 189316,https://www.doctoralia.com.br/pedro-luiz-rosa/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Ismael Neri 433, São Paulo",R$ 500
"788
							opiniões",500.0,São Paulo,SP,CRM SP 189316,https://www.doctoralia.com.br/pedro-luiz-rosa/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Ismael Neri 433, São Paulo",R$ 500
Dr. Luiz Eduardo Moraes Osorio,1280.0,São Paulo,SP,CRM SP 184207,https://www.doctoralia.com.br/luiz-eduardo-moraes-osorio/psiquiatra/sao-paulo,sao-paulo-sp,"Av. Dr. Chucri Zaidan, 940, Torre II, 3° andar, São Paulo",R$ 1.280
"95
							opiniões",1280.0,São Paulo,SP,CRM SP 184207,https://www.doctoralia.com.br/luiz-eduardo-moraes-osorio/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Dr. Chucri Zaidan, 940, Torre II, 3° andar, São Paulo",R$ 1.280
Dr. Mauricio Gadbem,500.0,São Paulo,SP,CRM MG 21367,https://www.doctoralia.com.br/mauricio-gadbem/psiquiatra-psicanalista/campinas,sao-paulo-sp,"Centro, São Paulo",R$ 500
"451
							opiniões",500.0,São Paulo,SP,CRM MG 21367,https://www.doctoralia.com.br/mauricio-gadbem/psiquiatra-psicanalista/campinas#profile-reviews,sao-paulo-sp,"Centro, São Paulo",R$ 500
Dr. Rafael Lucena,350.0,São Paulo,SP,CRM SP 235846,https://www.doctoralia.com.br/rafael-lucena-3/psiquiatra/sao-carlos,sao-paulo-sp,"Rua Doutor Neto de Araújo, São Paulo",R$ 350
"19
							opiniões",350.0,São Paulo,SP,CRM SP 235846,https://www.doctoralia.com.br/rafael-lucena-3/psiquiatra/sao-carlos#profile-reviews,sao-paulo-sp,"Rua Doutor Neto de Araújo, São Paulo",R$ 350
Dr. Charles Klein,700.0,São Paulo,SP,CRM: 137691-SP,https://www.doctoralia.com.br/charles-klein/psiquiatra/sao-paulo,sao-paulo-sp,"Av. Dr. Chucri Zaidan 940 - Torre II - 3° andar, São Paulo",r$ 700
"63
							opiniões",700.0,São Paulo,SP,CRM: 137691-SP,https://www.doctoralia.com.br/charles-klein/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Dr. Chucri Zaidan 940 - Torre II - 3° andar, São Paulo",r$ 700
Dra. Michele Rossato,580.0,São Paulo,SP,CRM DF 25452,https://www.doctoralia.com.br/michele-rossato/psiquiatra/brasilia,sao-paulo-sp,"Telemedicina, São Paulo",R$ 580
"448
							opiniões",580.0,São Paulo,SP,CRM DF 25452,https://www.doctoralia.com.br/michele-rossato/psiquiatra/brasilia#profile-reviews,sao-paulo-sp,"Telemedicina, São Paulo",R$ 580
Dra. Nadimme Caloba,600.0,São Paulo,SP,CRM SP 158453,https://www.doctoralia.com.br/nadimme-caloba/psiquiatra/sao-paulo,sao-paulo-sp,"Av. dos Carinás, 185 - Moema, São Paulo",R$ 600
"14
							opiniões",600.0,São Paulo,SP,CRM SP 158453,https://www.doctoralia.com.br/nadimme-caloba/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Av. dos Carinás, 185 - Moema, São Paulo",R$ 600
Dr. Marciano  Pires,350.0,São Paulo,SP,CRM SP 191829,https://www.doctoralia.com.br/marciano-pires/psiquiatra-intensivista/osasco,sao-paulo-sp,"Rua Coronel Cabrita, São Paulo",R$ 350
"47
							opiniões",350.0,São Paulo,SP,CRM SP 191829,https://www.doctoralia.com.br/marciano-pires/psiquiatra-intensivista/osasco#profile-reviews,sao-paulo-sp,"Rua Coronel Cabrita, São Paulo",R$ 350
Dr. Fabio Pimentel Barnett,600.0,São Paulo,SP,CRM SP 171949,https://www.doctoralia.com.br/fabio-pimentel-barnett/psiquiatra/sao-paulo,sao-paulo-sp,"Avenida Ibirapuera 2907, sala 323, São Paulo",R$ 600
"299
							opiniões",600.0,São Paulo,SP,CRM SP 171949,https://www.doctoralia.com.br/fabio-pimentel-barnett/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Ibirapuera 2907, sala 323, São Paulo",R$ 600
Dra. Fernanda Souza de Abreu Júdice,500.0,São Paulo,SP,CRM RJ 130371-6,https://www.doctoralia.com.br/fernanda-souza-de-abreu-judice/psiquiatra-medico-perito-medico-clinico-geral/belo-horizonte,sao-paulo-sp,"Rua Oscar Freire, São Paulo",R$ 500
"28
							opiniões",500.0,São Paulo,SP,CRM RJ 130371-6,https://www.doctoralia.com.br/fernanda-souza-de-abreu-judice/psiquiatra-medico-perito-medico-clinico-geral/belo-horizonte#profile-reviews,sao-paulo-sp,"Rua Oscar Freire, São Paulo",R$ 500
Dr. Jean Parente,450.0,São Paulo,SP,CRM SP 215481,https://www.doctoralia.com.br/jean-parente/psiquiatra-medico-clinico-geral-generalista/osasco,sao-paulo-sp,"Rua Haddock Lobo, 578, São Paulo",R$ 450
"48
							opiniões",450.0,São Paulo,SP,CRM SP 215481,https://www.doctoralia.com.br/jean-parente/psiquiatra-medico-clinico-geral-generalista/osasco#profile-reviews,sao-paulo-sp,"Rua Haddock Lobo, 578, São Paulo",R$ 450
Dra. Luisa von Nielander,650.0,São Paulo,SP,CRM SP 158448,https://www.doctoralia.com.br/luisa-von-nielander-2/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Pedroso Alvarenga 1046/1062, São Paulo",R$ 650
"1
							opinião",650.0,São Paulo,SP,CRM SP 158448,https://www.doctoralia.com.br/luisa-von-nielander-2/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pedroso Alvarenga 1046/1062, São Paulo",R$ 650
Dra. Camila Souza,400.0,São Paulo,SP,CRM SP 219838,https://www.doctoralia.com.br/camila-souza-10/psiquiatra/fortaleza,sao-paulo-sp,"Avenida Paulista, 2064, São Paulo",R$ 400
"347
							opiniões",400.0,São Paulo,SP,CRM SP 219838,https://www.doctoralia.com.br/camila-souza-10/psiquiatra/fortaleza#profile-reviews,sao-paulo-sp,"Avenida Paulista, 2064, São Paulo",R$ 400
Dr. Vitto Carlo Silva,400.0,São Paulo,SP,CRM SP 216619,https://www.doctoralia.com.br/vitto-carlo-silva/psiquiatra/sao-paulo,sao-paulo-sp,"R. Domingos de Morais, 2781. 14 andar., São Paulo",R$ 400
"30
							opiniões",400.0,São Paulo,SP,CRM SP 216619,https://www.doctoralia.com.br/vitto-carlo-silva/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"R. Domingos de Morais, 2781. 14 andar., São Paulo",R$ 400
Dr. Bruno Mota,350.0,São Paulo,SP,CRM BA 45254,https://www.doctoralia.com.br/bruno-mota-5/psiquiatra/sao-paulo,sao-paulo-sp,"Vila Mariana, São Paulo",r$ 350
"147
							opiniões",350.0,São Paulo,SP,CRM BA 45254,https://www.doctoralia.com.br/bruno-mota-5/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Vila Mariana, São Paulo",r$ 350
Dr. Abrahão Baldino,500.0,São Paulo,SP,CRM SP 251639,https://www.doctoralia.com.br/abrahao-baldino-2/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Pedro de Toledo, 129, São Paulo",R$ 500
"296
							opiniões",500.0,São Paulo,SP,CRM SP 251639,https://www.doctoralia.com.br/abrahao-baldino-2/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Pedro de Toledo, 129, São Paulo",R$ 500
Dra. Jade Scazufka Machado,700.0,São Paulo,SP,CRM: 149963 - SP,https://www.doctoralia.com.br/jade-scazufka-machado/psiquiatra/sao-paulo,sao-paulo-sp,"Rua João Moura, 647, São Paulo",R$ 700
"270
							opiniões",700.0,São Paulo,SP,CRM: 149963 - SP,https://www.doctoralia.com.br/jade-scazufka-machado/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua João Moura, 647, São Paulo",R$ 700
Dr. Thales Paim,650.0,São Paulo,SP,CRM SP 139436,https://www.doctoralia.com.br/thales-paim/psiquiatra/sao-paulo,sao-paulo-sp,"Av. Brig. Faria Lima 1461, São Paulo",R$ 650
"838
							opiniões",650.0,São Paulo,SP,CRM SP 139436,https://www.doctoralia.com.br/thales-paim/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Av. Brig. Faria Lima 1461, São Paulo",R$ 650
Dr. Leonardo Afonso dos Santos,1020.0,São Paulo,SP,CRM SP 145982,https://www.doctoralia.com.br/leonardo-afonso-dos-santos/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Cayowaá, 1071, conj. 93,",R$ 1.020
"90
							opiniões",1020.0,São Paulo,SP,CRM SP 145982,https://www.doctoralia.com.br/leonardo-afonso-dos-santos/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Cayowaá, 1071, conj. 93,",R$ 1.020
Dr. Felipe Carnevale,500.0,São Paulo,SP,CRM SP 222384,https://www.doctoralia.com.br/felipe-carnevale/psiquiatra/sao-paulo,sao-paulo-sp,"Avenida Antártica, 675 - 19º e 20º andar, São Paulo",R$ 500
"75
							opiniões",500.0,São Paulo,SP,CRM SP 222384,https://www.doctoralia.com.br/felipe-carnevale/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Avenida Antártica, 675 - 19º e 20º andar, São Paulo",R$ 500
Dra. Naiane Folini,450.0,São Paulo,SP,CRM GO 24770,https://www.doctoralia.com.br/naiane-folini-3/psiquiatra/goiania,sao-paulo-sp,"teleconsulta, São Paulo",R$ 450
"159
							opiniões",450.0,São Paulo,SP,CRM GO 24770,https://www.doctoralia.com.br/naiane-folini-3/psiquiatra/goiania#profile-reviews,sao-paulo-sp,"teleconsulta, São Paulo",R$ 450
Dr. Rodrigo Garcia Borges,600.0,São Paulo,SP,CRM SP 139813,https://www.doctoralia.com.br/rodrigo-garcia-borges/psiquiatra/sao-paulo,sao-paulo-sp,"Joaquim Floriano 413, São Paulo",R$ 600
"80
							opiniões",600.0,São Paulo,SP,CRM SP 139813,https://www.doctoralia.com.br/rodrigo-garcia-borges/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,"Joaquim Floriano 413, São Paulo",R$ 600
Dr. Diego Vieira,400.0,São Paulo,SP,CRM SP 198041,https://www.doctoralia.com.br/diego-vieira/psiquiatra/sao-jose-dos-campos,sao-paulo-sp,"Estrada de Itapecirica - Vila das Belezas, São Paulo - Sp, São Paulo",R$ 400
"96
							opiniões",400.0,São Paulo,SP,CRM SP 198041,https://www.doctoralia.com.br/diego-vieira/psiquiatra/sao-jose-dos-campos#profile-reviews,sao-paulo-sp,"Estrada de Itapecirica - Vila das Belezas, São Paulo - Sp, São Paulo",R$ 400
Dr. Paulo Sergio Carpegiani,300.0,São Paulo,SP,CRM SP 234445,https://www.doctoralia.com.br/paulo-sergio-carpegiani-2/psiquiatra/sao-paulo,sao-paulo-sp,São Paulo,R$ 300
"513
							opiniões",300.0,São Paulo,SP,CRM SP 234445,https://www.doctoralia.com.br/paulo-sergio-carpegiani-2/psiquiatra/sao-paulo#profile-reviews,sao-paulo-sp,São Paulo,R$ 300
Dr. Leonardo Carriço,650.0,São Paulo,SP,CRM SP 198909,https://www.doctoralia.com.br/leonardo-carrico/psiquiatra/santos,sao-paulo-sp,"Rua Cincinato Braga 340, São Paulo",R$ 650
"85
							opiniões",650.0,São Paulo,SP,CRM SP 198909,https://www.doctoralia.com.br/leonardo-carrico/psiquiatra/santos#profile-reviews,sao-paulo-sp,"Rua Cincinato Braga 340, São Paulo",R$ 650
Dr. Carlos Augusto Scheffer Ribeiro,600.0,São Paulo,SP,CRM: 115909 - SP,https://www.doctoralia.com.br/carlos-augusto-scheffer-ribeiro/psiquiatra-psicanalista/sao-paulo,sao-paulo-sp,"Rua Doutor Veiga Filho 350 - conjunto 1108 Santa Cecilia, São Paulo",R$ 600
"128
							opiniões",600.0,São Paulo,SP,CRM: 115909 - SP,https://www.doctoralia.com.br/carlos-augusto-scheffer-ribeiro/psiquiatra-psicanalista/sao-paulo#profile-reviews,sao-paulo-sp,"Rua Doutor Veiga Filho 350 - conjunto 1108 Santa Cecilia, São Paulo",R$ 600
Dra. Isadora Rosal Dantas,450.0,São Paulo,SP,CRM SP 218145,https://www.doctoralia.com.br/isadora-rosal-dantas/psiquiatra/boituva,sao-paulo-sp,"Rua Haddock Lobo, São Paulo - SP, Brasil,",R$ 450
"35
							opiniões",450.0,São Paulo,SP,CRM SP 218145,https://www.doctoralia.com.br/isadora-rosal-dantas/psiquiatra/boituva#profile-reviews,sao-paulo-sp,"Rua Haddock Lobo, São Paulo - SP, Brasil,",R$ 450
Dr. Giulliano Esmanhotto Facin,275.0,São Paulo,SP,CRM PR 43264,https://www.doctoralia.com.br/giulliano-esmanhotto-facin/psiquiatra/curitiba,sao-paulo-sp,"Rua Major Sertório, São Paulo",R$ 275
"784
							opiniões",275.0,São Paulo,SP,CRM PR 43264,https://www.doctoralia.com.br/giulliano-esmanhotto-facin/psiquiatra/curitiba#profile-reviews,sao-paulo-sp,"Rua Major Sertório, São Paulo",R$ 275
Dr. Alexandre Peixoto,400.0,São Paulo,SP,CRM RJ 1043870,https://www.doctoralia.com.br/alexandre-peixoto/psiquiatra/sao-paulo,sao-paulo-sp,"Rua Restinga, 113, CJ 1715,, São Paulo",R$ 400
